,Survived,Pclass,Sex,Embarked,Family,isAlone,Title,AgeBand,FareBand
695,0,2,1,2,1,1,10,4,1
696,0,3,1,2,1,1,10,3,1
697,1,3,0,1,1,1,9,2,0
698,0,1,1,0,3,0,10,4,3
699,0,3,1,2,1,1,10,3,0
700,1,1,0,0,2,0,11,1,3
701,1,1,1,2,1,1,10,3,2
702,0,3,0,0,2,0,9,1,1
703,0,3,1,1,1,1,10,2,0
704,0,3,1,2,2,0,10,2,0
705,0,2,1,2,1,1,10,3,2
706,1,2,0,2,1,1,11,3,1
707,1,1,1,2,1,1,10,3,2
708,1,1,0,2,1,1,9,1,3
709,1,3,1,0,3,0,8,2,2
710,1,1,0,0,1,1,9,2,3
711,0,1,1,2,1,1,10,2,2
712,1,1,1,2,2,0,10,4,3
713,0,3,1,2,1,1,10,2,1
714,0,2,1,2,1,1,10,4,1
715,0,3,1,2,1,1,10,1,0
716,1,1,0,0,1,1,9,3,3
717,1,2,0,2,1,1,9,2,1
718,0,3,1,1,1,1,10,2,2
719,0,3,1,2,1,1,10,2,0
720,1,2,0,2,2,0,9,0,3
721,0,3,1,2,2,0,10,1,0
722,0,2,1,2,1,1,10,2,1
723,0,2,1,2,1,1,10,4,1
724,1,1,1,2,2,0,10,2,3
725,0,3,1,2,1,1,10,1,1
726,1,2,0,2,4,0,11,2,2
727,1,3,0,1,1,1,9,2,0
728,0,2,1,2,2,0,10,2,2
729,0,3,0,2,2,0,9,2,1
730,1,1,0,2,1,1,9,2,3
731,0,3,1,0,1,1,10,0,2
732,0,2,1,2,1,1,10,2,0
733,0,2,1,2,1,1,10,1,1
734,0,2,1,2,1,1,10,1,1
735,0,3,1,2,1,1,10,2,2
736,0,3,0,2,5,0,11,4,3
737,1,1,1,0,1,1,10,3,3
738,0,3,1,2,1,1,10,2,0
739,0,3,1,2,1,1,10,2,0
740,1,1,1,2,1,1,10,2,2
741,0,1,1,2,2,0,10,3,3
742,1,1,0,0,5,0,9,1,3
743,0,3,1,2,2,0,10,2,2
744,1,3,1,2,1,1,10,2,1
745,0,1,1,2,3,0,0,6,3
746,0,3,1,2,3,0,10,1,2
747,1,2,0,2,1,1,9,2,1
748,0,1,1,2,2,0,10,1,3
749,0,3,1,1,1,1,10,2,0
750,1,2,0,2,3,0,9,0,2
751,1,3,1,2,2,0,8,0,1
752,0,3,1,2,1,1,10,2,1
753,0,3,1,2,1,1,10,1,0
754,1,2,0,2,4,0,11,4,3
755,1,2,1,2,3,0,8,0,2
756,0,3,1,2,1,1,10,2,0
757,0,2,1,2,1,1,10,1,1
758,0,3,1,2,1,1,10,2,1
759,1,1,0,2,1,1,2,2,3
760,0,3,1,2,1,1,10,2,2
761,0,3,1,2,1,1,10,3,0
762,1,3,1,0,1,1,10,1,0
763,1,1,0,2,4,0,11,3,3
764,0,3,1,2,1,1,10,1,0
765,1,1,0,2,2,0,11,4,3
766,0,1,1,0,1,1,4,2,3
767,0,3,0,1,1,1,9,2,0
768,0,3,1,1,2,0,10,2,2
769,0,3,1,2,1,1,10,2,1
770,0,3,1,2,1,1,10,2,1
771,0,3,1,2,1,1,10,4,0
772,0,2,0,2,1,1,11,4,1
773,0,3,1,0,1,1,10,2,0
774,1,2,0,2,5,0,11,4,2
775,0,3,1,2,1,1,10,1,0
776,0,3,1,1,1,1,10,2,0
777,1,3,0,2,1,1,9,0,1
778,0,3,1,1,1,1,10,2,0
779,1,1,0,2,2,0,11,3,3
780,1,3,0,0,1,1,9,1,0
781,1,1,0,2,2,0,11,1,3
782,0,1,1,2,1,1,10,2,2
783,0,3,1,2,4,0,10,2,2
784,0,3,1,2,1,1,10,2,0
785,0,3,1,2,1,1,10,2,0
786,1,3,0,2,1,1,9,1,0
787,0,3,1,1,6,0,8,0,2
788,1,3,1,2,4,0,8,0,2
789,0,1,1,0,1,1,10,4,3
790,0,3,1,1,1,1,10,2,0
791,0,2,1,2,1,1,10,1,2
792,0,3,0,2,11,0,9,2,3
793,0,1,1,0,1,1,10,2,2
794,0,3,1,2,1,1,10,2,0
795,0,2,1,2,1,1,10,3,1
796,1,1,0,2,1,1,4,4,2
797,1,3,0,2,1,1,11,2,1
798,0,3,1,0,1,1,10,2,0
799,0,3,0,2,3,0,11,2,2
800,0,2,1,2,1,1,10,2,1
801,1,2,0,2,3,0,11,2,2
802,1,1,1,2,4,0,8,0,3
803,1,3,1,0,2,0,8,0,1
804,1,3,1,2,1,1,10,2,0
805,0,3,1,2,1,1,10,2,0
806,0,1,1,2,1,1,10,3,0
807,0,3,0,2,1,1,9,1,0
808,0,2,1,2,1,1,10,3,1
809,1,1,0,2,2,0,11,2,3
810,0,3,1,2,1,1,10,2,0
811,0,3,1,2,1,1,10,3,2
812,0,2,1,2,1,1,10,3,1
813,0,3,0,2,7,0,9,0,3
814,0,3,1,2,1,1,10,2,1
815,0,1,1,2,1,1,10,2,0
816,0,3,0,2,1,1,9,1,1
817,0,2,1,0,3,0,10,2,3
818,0,3,1,2,1,1,10,3,0
819,0,3,1,2,6,0,8,0,2
820,1,1,0,2,3,0,11,4,3
821,1,3,1,2,1,1,10,2,1
822,0,1,1,2,1,1,5,3,0
823,1,3,0,2,2,0,11,2,1
824,0,3,1,2,6,0,8,0,3
825,0,3,1,1,1,1,10,2,0
826,0,3,1,2,1,1,10,2,3
827,1,2,1,0,3,0,8,0,3
828,1,3,1,1,1,1,10,2,0
829,1,1,0,2,1,1,11,5,3
830,1,3,0,0,2,0,11,1,1
831,1,2,1,2,3,0,8,0,2
832,0,3,1,0,1,1,10,2,0
833,0,3,1,2,1,1,10,1,0
834,0,3,1,2,1,1,10,1,1
835,1,1,0,0,3,0,9,3,3
836,0,3,1,2,1,1,10,1,1
837,0,3,1,2,1,1,10,2,1
838,1,3,1,2,1,1,10,2,3
839,1,1,1,0,1,1,10,2,2
840,0,3,1,2,1,1,10,1,1
841,0,2,1,2,1,1,10,1,1
842,1,1,0,0,1,1,9,2,2
843,0,3,1,0,1,1,10,2,0
844,0,3,1,2,1,1,10,1,1
845,0,3,1,2,1,1,10,3,0
846,0,3,1,2,11,0,10,2,3
847,0,3,1,0,1,1,10,3,0
848,0,2,1,2,2,0,12,2,3
849,1,1,0,0,2,0,11,2,3
850,0,3,1,2,7,0,8,0,3
851,0,3,1,2,1,1,10,6,0
852,0,3,0,0,3,0,9,0,2
853,1,1,0,2,2,0,9,1,3
854,0,2,0,2,2,0,11,3,2
855,1,3,0,2,2,0,11,1,1
856,1,1,0,2,3,0,11,3,3
857,1,1,1,2,1,1,10,4,2
858,1,3,0,0,4,0,11,2,2
859,0,3,1,0,1,1,10,2,0
860,0,3,1,2,3,0,10,3,1
861,0,2,1,2,2,0,10,1,1
862,1,1,0,2,1,1,11,4,2
863,0,3,0,2,11,0,9,2,3
864,0,2,1,2,1,1,10,2,1
865,1,2,0,2,1,1,11,3,1
866,1,2,0,0,2,0,9,2,1
867,0,1,1,2,1,1,10,2,3
868,0,3,1,2,1,1,10,2,1
869,1,3,1,2,3,0,8,0,1
870,0,3,1,2,1,1,10,2,0
871,1,1,0,2,3,0,11,4,3
872,0,1,1,2,1,1,10,2,0
873,0,3,1,2,1,1,10,4,1
874,1,2,0,0,2,0,11,2,2
875,1,3,0,0,1,1,9,1,0
876,0,3,1,2,1,1,10,1,1
877,0,3,1,2,1,1,10,1,0
878,0,3,1,2,1,1,10,2,0
879,1,1,0,0,2,0,11,4,3
880,1,2,0,2,2,0,11,2,2
881,0,3,1,2,1,1,10,2,0
882,0,3,0,2,1,1,9,1,1
883,0,2,1,2,1,1,10,2,1
884,0,3,1,2,1,1,10,2,0
885,0,3,0,1,6,0,11,3,2
886,0,2,1,2,1,1,12,2,1
887,1,1,0,2,1,1,9,1,2
888,0,3,0,2,4,0,9,2,2
889,1,1,1,0,1,1,10,2,2
890,0,3,1,1,1,1,10,2,0
